tn,dispersed,age,study,mathgrade,disposable_income,raven_correct_answers,math_answers_correct,crt_answers_correct,session,treatment,average_ip,decision_number,utility_point,corner,chose_corner,indifference_point,pizza,control,main,id_stage2_upper,pap_sample,id_stage2,avg_id_stage2,qe_ard,qe_ard_lower,qe_ard_upper,qe_rad,qe_rad_lower,qe_rad_upper,RT_avg_stage_2,d_a0_main_tr,d_a1_main_tr,d_a2_main_tr,d_g0_main_tr,d_g1_main_tr,d_g2_main_tr,d_d1_main_tr,d_d2_main_tr,d_d3_main_tr,d_d4_main_tr,d_d5_main_tr,d_t1_main_tr,d_t2_main_tr,d_t3_main_tr,d_t4_main_tr,std_rt_2_main_tr,std_math_main_tr,std_crt_main_tr,std_raven_main_tr,std_start_row_main_tr,id_stage2_sign,cb_effect
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,1,6,0,,65,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,2,2,0,,55,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,3,4,0,,68,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,4,5,0,,77,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,5,3,0,,37,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,6,7,0,,54,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,7,8,0,,52,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,,8,1,0,0,83,1,1,1,,1,,,,,,,,,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,,
1,0,26,Naturwissenschaften,2+,400,5,1,2,1,0,61.375,9,8,0,,4,1,1,1,4,1,4,4,.022346368,.022346368,.022346368,.021769211,.021192053,.021192053,3.1952355,,,,,,,,,,,,,,,,0,0,0,0,0,1,1
2,0,24,Medizin,1,400,5,1,3,1,1,,1,4,0,,10,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,1.4786155,,
2,0,24,Medizin,1,400,5,1,3,1,1,,2,8,0,,10,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,1.5623032,,
2,0,24,Medizin,1,400,5,1,3,1,1,,3,5,0,,10,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,.083820537,,
2,0,24,Medizin,1,400,5,1,3,1,1,,4,2,0,,12,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,-1.1993908,,
2,0,24,Medizin,1,400,5,1,3,1,1,,5,6,0,,10,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,1.2833441,,
2,0,24,Medizin,1,400,5,1,3,1,1,,6,3,0,,8,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,.55805081,,
2,0,24,Medizin,1,400,5,1,3,1,1,,7,1,0,,10,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,-.72516054,,
2,0,24,Medizin,1,400,5,1,3,1,1,,8,7,0,0,11,1,0,1,,1,,,,,,,,,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,-.11145075,,
2,0,24,Medizin,1,400,5,1,3,1,1,10.125,9,8,0,,43,1,0,1,43,1,43,43,.31399348,.31399348,.31399348,.31336039,.31272727,.31272727,5.966825,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.50254846,-1.3476834,1.0056767,-.42242518,-.25093025,1,1
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,1,7,0,,63,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,2,8,0,,52,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,3,3,0,,69,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,4,6,0,,79,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,5,2,0,,53,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,6,5,0,,90,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,7,4,0,,84,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,,8,1,0,0,71,1,1,1,,1,,,,,,,,,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,0,26,Sozialwissenschaften,1-,300,4,3,3,1,0,70.125,9,1,0,,-10,1,1,1,-10,1,-10,-10,-.050000001,-.050000001,-.050000001,-.050316457,-.050632913,-.050632913,2.7495961,,,,,,,,,,,,,,,,0,0,0,0,0,-1,0
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,1,1,0,,6,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,2,3,0,,6,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,3,8,0,,5,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,4,2,0,,4,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,5,6,0,,2,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,6,5,0,,3,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,7,4,0,,5,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,,8,7,0,0,4,1,1,1,,1,,,,,,,,,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,,
4,0,23,Wirtschaftswissenschaften,2,400,8,5,2,1,0,4.375,9,8,0,,-5,1,1,1,-5,1,-5,-5,-.037878789,-.037878789,-.037878789,-.037914727,-.037950665,-.037950665,3.7028399,,,,,,,,,,,,,,,,0,0,0,0,0,-1,0
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,1,1,1,,151,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,2,4,1,,185,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,3,7,1,,186,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,4,3,1,,178,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,5,5,1,,200,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,6,8,1,,194,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,7,6,1,,204,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,,8,2,1,1,189,1,1,1,,0,,,,,,,,,2.3163979,,,,,,,,,,,,,,,,,,,,,,
5,0,22,Naturwissenschaften,2,1500,5,5,3,1,0,177.875,9,4,1,,70,1,1,1,70,0,63,66.5,.22166666,.20999999,.23333333,.21673185,.20111732,.22346368,2.3163979,,,,,,,,,,,,,,,,,,,,,1,1
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,1,3,0,,14,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,-1.0878072,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,2,5,0,,26,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,.30698773,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,3,8,0,,23,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,.00013283761,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,4,6,0,,32,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,.69753033,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,5,7,0,,29,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,.44646722,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,6,2,0,,23,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,.92069751,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,7,1,0,,25,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,-.30672204,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,,8,4,0,0,37,1,0,1,,1,,,,,,,,,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,-.72516054,,
6,0,27,Wirtschaftswissenschaften,2,400,8,3,3,1,1,26.125,9,4,0,,53,1,0,1,53,1,53,53,.34563851,.34563851,.34563851,.34545767,.34527686,.34527686,9.1206741,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,.36716002,-.81182522,1.0056767,1.5272295,-.89253592,1,1
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,1,6,0,,88,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,-1.0320154,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,2,1,0,,81,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,-.25093025,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,3,5,0,,79,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,1.6738868,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,4,2,0,,77,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,-1.1157031,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,5,8,0,,73,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,-1.2551826,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,6,7,0,,64,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,-.22303435,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,7,4,0,,75,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,.83700979,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,,8,3,0,0,49,1,0,1,,1,,,,,,,,,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,.44646722,,
7,0,23,Sozialwissenschaften,2,400,4,2,0,1,1,73.25,9,1,1,,101,1,0,1,101,1,63,82,.40919292,.31437993,.50400591,.40890336,.3140187,.50342679,4.182025,-.28,.69999999,-.41999999,-.41999999,.44,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.99472666,-1.0797544,-1.6178279,-1.0723101,-.22303435,1,1
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,1,6,1,,126,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,2,4,1,,128,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,3,2,1,,126,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,4,8,1,,131,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,5,3,1,,126,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,6,5,1,,148,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,7,7,1,,134,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,,8,1,1,1,140,1,1,1,,0,,,,,,,,,2.5083106,,,,,,,,,,,,,,,,,,,,,,
8,0,27,Sozialwissenschaften,2-,0,3,5,3,1,0,130.5,9,4,1,,63,1,1,1,63,0,63,63,.25925925,.25925925,.25925925,.25090009,.24254091,.24254091,2.5083106,,,,,,,,,,,,,,,,,,,,,1,1
9,0,23,Psychologie,2+,300,5,1,1,1,0,,1,5,0,,13,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,2,7,0,,50,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,3,6,0,,27,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,4,3,0,,26,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,5,4,0,,35,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,6,2,0,,20,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,7,1,0,,22,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,,8,8,0,0,36,1,1,1,,1,,,,,,,,,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,,
9,0,23,Psychologie,2+,300,5,1,1,1,0,28.625,9,1,0,,3,1,1,1,3,1,3,3,.019867551,.019867551,.019867551,.019549161,.01923077,.01923077,4.0363879,,,,,,,,,,,,,,,,0,0,0,0,0,1,1
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,1,3,0,,61,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,-1.422558,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,2,1,0,,102,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,-.8088482,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,3,7,0,,90,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,-.25093025,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,4,5,0,,96,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,.083820537,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,5,6,0,,52,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,1.0043852,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,6,2,0,,75,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,-1.0878072,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,7,8,0,,42,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,1.6459908,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,,8,4,0,0,51,1,0,1,,1,,,,,,,,,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,.53015488,,
10,0,29,Sozialwissenschaften,5+,1800,7,6,0,1,1,71.125,9,1,1,,98,1,0,1,98,1,63,80.5,.41229123,.32266268,.50191975,.40818274,.31738034,.49370277,4.8255634,-.28,-.30000001,.58000004,.58000004,-.56,-.02,.81,-.25,-.22,-.20999999,-.13,-.20999999,.68000001,-.25,-.22,-.8172639,-.0080378735,-1.6178279,.87734461,1.060177,1,1
11,0,28,Lehramt,3-,250,2,3,0,1,1,,1,1,1,,171,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,2,5,1,,229,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,3,2,1,,168,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,4,4,1,,235,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,5,6,1,,283,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,6,7,1,,265,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,7,8,1,,288,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,,8,3,1,1,157,1,0,1,,0,,,,,,,,,2.5196753,,,,,,,,,,,,,,,,,,,,,,
11,0,28,Lehramt,3-,250,2,3,0,1,1,220.5,9,4,1,,85,1,0,1,85,0,63,74,.2138963,.18210091,.2456917,.21183199,.17904085,.24156305,2.5196753,,,,,,,,,,,,,,,,,,,,,1,1
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,1,8,1,,173,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,2,5,1,,179,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,3,1,1,,171,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,4,7,1,,165,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,5,4,1,,185,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,6,2,1,,168,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,7,6,1,,183,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,,8,3,1,1,157,1,0,1,,0,,,,,,,,,3.9428847,,,,,,,,,,,,,,,,,,,,,,
12,0,24,Wirtschaftswissenschaften,2,700,5,1,3,1,1,168.625,9,1,1,,200,1,0,1,200,0,63,131.5,.43833333,.20999999,.66666669,.43833333,.20999999,.66666669,3.9428847,,,,,,,,,,,,,,,,,,,,,1,1
13,0,31,Lehramt,1,700,8,9,3,1,0,,1,2,0,,12,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,2,8,0,,25,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,3,7,0,,25,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,4,4,0,,20,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,5,1,0,,19,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,6,5,0,,30,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,7,6,0,,25,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,,8,3,0,0,20,1,1,1,,1,,,,,,,,,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,,
13,0,31,Lehramt,1,700,8,9,3,1,0,22,9,4,0,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4.3466907,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
