tn,condition,treatment,diff_bs_choice,disp_2,disp_4,diff_bs_time_std,math_std,crt_std,diff_bs_sign,diff_bs_time_treatment_only_std,crt_treatment_only_std,math_treatment_only_std
280,7,1,.25,,,.5384264600000001,.30876148,-.49213535,1,.46093765,-.59032333,.27135229
280,8,1,.66666669,,,.22690335,.30876148,-.49213535,1,.17088723,-.59032333,.27135229
281,1,1,0,1,0,-.017723147,1.8692586,1.2691911,0,,,
281,2,1,-.0024999976,1,0,.073948264,1.8692586,1.2691911,-1,,,
281,3,1,0,0,1,.10691998,1.8692586,1.2691911,0,,,
281,4,1,-.2525,0,1,-1.0860988,1.8692586,1.2691911,-1,,,
281,5,1,0,0,0,.99516428,1.8692586,1.2691911,0,,,
281,6,1,-.2525,0,0,-.21809976,1.8692586,1.2691911,-1,,,
281,7,1,0,,,.36145365,1.8692586,1.2691911,0,.29616323,1.1679515,1.8621371
281,8,1,-.16916665,,,-.41008332,1.8692586,1.2691911,-1,-.42219314,1.1679515,1.8621371
282,1,1,0,1,0,-.71600676,.50382364,.3885279,0,,,
282,2,1,-.25,1,0,-1.3653417,.50382364,.3885279,-1,,,
282,3,1,.25,0,1,-.88760149,.50382364,.3885279,1,,,
282,4,1,0,0,1,-2.4930043,.50382364,.3885279,0,,,
282,5,1,0,0,0,-.9792729,.50382364,.3885279,0,,,
282,6,1,.25,0,0,-2.3921697,.50382364,.3885279,1,,,
282,7,1,.083333343,,,-.86096048,.50382364,.3885279,1,-.8419922,.2888141,.47020036
282,8,1,0,,,-2.0835052,.50382364,.3885279,0,-1.9802692,.2888141,.47020036
283,1,0,0,1,0,.42755422,.8939479,-.49213535,0,,,
283,2,0,0,1,0,-.95597327,.8939479,-.49213535,0,,,
283,3,0,0,0,1,.25592023,.8939479,-.49213535,0,,,
283,4,0,0,0,1,-.38781512,.8939479,-.49213535,0,,,
283,5,0,0,0,0,.41655052,.8939479,-.49213535,0,,,
283,6,0,0,0,0,-.39889699,.8939479,-.49213535,0,,,
283,7,0,0,,,.36667499,.8939479,-.49213535,0,,,
283,8,0,0,,,-.58089513,.8939479,-.49213535,0,,,
284,1,0,0,1,0,-.52596807,2.259383,-.49213535,0,,,
284,2,0,0,1,0,-.8045454,2.259383,-.49213535,0,,,
284,3,0,0,0,1,.30729681,2.259383,-.49213535,0,,,
284,4,0,0,0,1,-.63894188,2.259383,-.49213535,0,,,
284,5,0,0,0,0,-.031781208,2.259383,-.49213535,0,,,
284,6,0,0,0,0,-.50392145,2.259383,-.49213535,0,,,
284,7,0,0,,,-.083484106,2.259383,-.49213535,0,,,
284,8,0,0,,,-.6491363,2.259383,-.49213535,0,,,
285,1,0,0,1,0,.51252925,-.66654927,-.49213535,0,,,
285,2,0,0,1,0,-1.1478136,-.66654927,-.49213535,0,,,
285,3,0,.0024999976,0,1,.43616918,-.66654927,-.49213535,1,,,
285,4,0,0,0,1,-.87546241,-.66654927,-.49213535,0,,,
285,5,0,0,0,0,-.20157476,-.66654927,-.49213535,0,,,
285,6,0,0,0,0,-.74224341,-.66654927,-.49213535,0,,,
285,7,0,.00083333254,,,.24904121,-.66654927,-.49213535,1,,,
285,8,0,0,,,-.9218397699999999,-.66654927,-.49213535,0,,,
286,1,1,-.0024999976,1,0,.15821843,1.08901,.3885279,-1,,,
286,2,1,0,1,0,.12583397,1.08901,.3885279,0,,,
286,3,1,-.0024999976,0,1,.26022771,1.08901,.3885279,-1,,,
286,4,1,0,0,1,.026213419,1.08901,.3885279,0,,,
286,5,1,-.0024999976,0,0,.26755047,1.08901,.3885279,-1,,,
286,6,1,0,0,0,.036003139,1.08901,.3885279,0,,,
286,7,1,-.0024999976,,,.22866555,1.08901,.3885279,-1,.17252797,.2888141,1.0667447
286,8,1,0,,,.062683493,1.08901,.3885279,0,.017986741,.2888141,1.0667447
287,1,0,0,1,0,-.0061320197,-1.4467978,-1.3727986,0,,,
287,2,0,0,1,0,-.62613702,-1.4467978,-1.3727986,0,,,
287,3,0,0,0,1,-.39157426,-1.4467978,-1.3727986,0,,,
287,4,0,0,0,1,-.94626218,-1.4467978,-1.3727986,0,,,
287,5,0,.25,0,0,-.34579739,-1.4467978,-1.3727986,1,,,
287,6,0,0,0,0,-1.2199054,-1.4467978,-1.3727986,0,,,
287,7,0,.083333343,,,-.24783456,-1.4467978,-1.3727986,1,,,
287,8,0,0,,,-.93076819,-1.4467978,-1.3727986,0,,,
288,1,0,0,1,0,.15943234,-1.2517357,-.49213535,0,,,
288,2,0,0,1,0,-.5155518100000001,-1.2517357,-.49213535,0,,,
288,3,0,0,0,1,.15457666,-1.2517357,-.49213535,0,,,
288,4,0,0,0,1,-.37140745,-1.2517357,-.49213535,0,,,
288,5,0,0,0,0,.24436828,-1.2517357,-.49213535,0,,,
288,6,0,0,0,0,-.044546984,-1.2517357,-.49213535,0,,,
288,7,0,0,,,.18612576,-1.2517357,-.49213535,0,,,
288,8,0,0,,,-.31050208,-1.2517357,-.49213535,0,,,
289,1,1,0,1,0,.38913918,-.66654927,-1.3727986,0,,,
289,2,1,0,1,0,-.49056825,-.66654927,-1.3727986,0,,,
289,3,1,0,0,1,.40797472,-.66654927,-1.3727986,0,,,
289,4,1,-.0024999976,0,1,-.50098455,-.66654927,-1.3727986,-1,,,
289,5,1,0,0,0,.43495524,-.66654927,-1.3727986,0,,,
289,6,1,-.0024999976,0,0,.023785474,-.66654927,-1.3727986,-1,,,
289,7,1,0,,,.41068968,-.66654927,-1.3727986,0,.34200552,-1.4694607,-.72288823
289,8,1,-.0016666651,,,-.32258916,-.66654927,-1.3727986,-1,-.3407298,-1.4694607,-.72288823
290,1,0,0,1,0,.90650821,-.081362821,1.2691911,0,,,
290,2,0,0,1,0,-.75070173,-.081362821,1.2691911,0,,,
290,3,0,.25,0,1,-.50952142,-.081362821,1.2691911,1,,,
290,4,0,0,0,1,-.10806299,-.081362821,1.2691911,0,,,
290,5,0,.25,0,0,1.1301062,-.081362821,1.2691911,1,,,
290,6,0,0,0,0,-1.2229205,-.081362821,1.2691911,0,,,
290,7,0,.16666666,,,.50903106,-.081362821,1.2691911,1,,,
290,8,0,0,,,-.6938949800000001,-.081362821,1.2691911,0,,,
291,1,1,-.22249997,1,0,-.58697772,.30876148,1.2691911,-1,,,
291,2,1,-.25,1,0,.53821748,.30876148,1.2691911,-1,,,
291,3,1,-.25,0,1,.56147802,.30876148,1.2691911,-1,,,
291,4,1,.5,0,1,-1.5822046,.30876148,1.2691911,1,,,
291,5,1,0,0,0,-.24492374,.30876148,1.2691911,0,,,
291,6,1,.5,0,0,-1.2669352,.30876148,1.2691911,1,,,
291,7,1,-.15750003,,,-.090141147,.30876148,1.2691911,-1,-.12430399,1.1679515,.27135229
291,8,1,.25,,,-.77030736,.30876148,1.2691911,1,-.75758767,1.1679515,.27135229
292,1,0,0,1,0,-.44114953,.8939479,.3885279,0,,,
292,2,0,.11250001,1,0,-.18019402,.8939479,.3885279,1,,,
292,3,0,0,0,1,.43800962,.8939479,.3885279,0,,,
292,4,0,-.067499995,0,1,-1.3305296,.8939479,.3885279,-1,,,
292,5,0,-.26999998,0,0,.65730023,.8939479,.3885279,-1,,,
292,6,0,.11250001,0,0,-1.2718693,.8939479,.3885279,1,,,
292,7,0,-.089999974,,,.21805349,.8939479,.3885279,-1,,,
292,8,0,.05250001,,,-.92753083,.8939479,.3885279,1,,,
293,1,0,0,1,0,-.018897871,-.66654927,-.49213535,0,,,
293,2,0,0,1,0,-.7018705,-.66654927,-.49213535,0,,,
293,3,0,-.25,0,1,.35248637,-.66654927,-.49213535,-1,,,
293,4,0,0,0,1,.77771431,-.66654927,-.49213535,0,,,
293,5,0,.25,0,0,.5736565,-.66654927,-.49213535,1,,,
293,6,0,0,0,0,-.84421349,-.66654927,-.49213535,0,,,
293,7,0,0,,,.30241501,-.66654927,-.49213535,0,,,
293,8,0,0,,,-.25612319,-.66654927,-.49213535,0,,,
294,1,0,.0024999999,1,0,.6634090499999999,-1.0566735,-1.3727986,1,,,
294,2,0,-.092500001,1,0,-1.245672,-1.0566735,-1.3727986,-1,,,
294,3,0,-.020000001,0,1,.72575021,-1.0566735,-1.3727986,-1,,,
294,4,0,-.1175,0,1,-.47345531,-1.0566735,-1.3727986,-1,,,
294,5,0,-.13249999,0,0,.75570691,-1.0566735,-1.3727986,-1,,,
294,6,0,-.047499999,0,0,-5.9481621,-1.0566735,-1.3727986,-1,,,
294,7,0,-.050000004,,,.71495539,-1.0566735,-1.3727986,-1,,,
294,8,0,-.085833333,,,-2.555763,-1.0566735,-1.3727986,-1,,,
295,1,1,0,1,0,.40566427,-.86161137,.3885279,0,,,
295,2,1,-.25,1,0,-.70320195,-.86161137,.3885279,-1,,,
295,3,1,.25,0,1,-.21316575,-.86161137,.3885279,1,,,
295,4,1,.5,0,1,-.82228452,-.86161137,.3885279,1,,,
295,5,1,.75,0,0,-.43488425,-.86161137,.3885279,1,,,
295,6,1,.5,0,0,.0036184501,-.86161137,.3885279,1,,,
295,7,1,.33333331,,,-.080795191,-.86161137,.3885279,1,-.11560223,.2888141,-.9217363
295,8,1,.25,,,-.5072894100000001,-.86161137,.3885279,1,-.51269901,.2888141,-.9217363
296,1,1,0,1,0,.83441645,1.2840722,.3885279,0,,,
296,2,1,.21499997,1,0,-1.5094471,1.2840722,.3885279,1,,,
296,3,1,0,0,1,.8448327799999999,1.2840722,.3885279,0,,,
296,4,1,.20499998,0,1,-.85470819,1.2840722,.3885279,1,,,
296,5,1,0,0,0,-.56262088,1.2840722,.3885279,0,,,
296,6,1,.0099999905,0,0,-.27977541,1.2840722,.3885279,1,,,
296,7,1,0,,,.37220943,1.2840722,.3885279,0,.30617765,.2888141,1.2655928
296,8,1,.14333332,,,-.88131034,1.2840722,.3885279,1,-.86093938,.2888141,1.2655928
297,1,0,0,1,0,.2809819,-1.4467978,-.49213535,0,,,
297,2,0,.25,1,0,-1.7568536,-1.4467978,-.49213535,1,,,
297,3,0,0,0,1,-.12035897,-1.4467978,-.49213535,0,,,
297,4,0,.75,0,1,-1.5705742,-1.4467978,-.49213535,1,,,
297,5,0,0,0,0,.24006081,-1.4467978,-.49213535,0,,,
297,6,0,0,0,0,-2.3017907,-1.4467978,-.49213535,0,,,
297,7,0,0,,,.13356127,-1.4467978,-.49213535,0,,,
297,8,0,.33333331,,,-1.8764061,-1.4467978,-.49213535,1,,,
298,1,0,-.25,1,0,.99821866,.50382364,-.49213535,-1,,,
298,2,0,-.25,1,0,-.656681,.50382364,-.49213535,-1,,,
298,3,0,-.25,0,1,1.2535747,.50382364,-.49213535,-1,,,
298,4,0,0,0,1,-1.6230867,.50382364,-.49213535,0,,,
298,5,0,0,0,0,1.2742898,.50382364,-.49213535,0,,,
298,6,0,-.25,0,0,-1.1588172,.50382364,-.49213535,-1,,,
298,7,0,-.16666666,,,1.1753612,.50382364,-.49213535,-1,,,
298,8,0,-.16666666,,,-1.1461949,.50382364,-.49213535,-1,,,
299,1,0,0,1,0,.1013595,.69888574,1.2691911,0,,,
299,2,0,0,1,0,-.1258412,.69888574,1.2691911,0,,,
299,3,0,0,0,1,.21445079,.69888574,1.2691911,0,,,
299,4,0,0,0,1,-.22969092,.69888574,1.2691911,0,,,
299,5,0,0,0,0,.10930879,.69888574,1.2691911,0,,,
299,6,0,0,0,0,-.2016139,.69888574,1.2691911,0,,,
299,7,0,0,,,.14170636,.69888574,1.2691911,0,,,
299,8,0,0,,,-.18571533,.69888574,1.2691911,0,,,
300,1,0,0,1,0,-.32989874,1.08901,.3885279,0,,,
300,2,0,0,1,0,-.24069466,1.08901,.3885279,0,,,
300,3,0,-.25,0,1,-.3995235,1.08901,.3885279,-1,,,
300,4,0,0,0,1,-1.0892314,1.08901,.3885279,0,,,
300,5,0,0,0,0,.56508076,1.08901,.3885279,0,,,
300,6,0,.5,0,0,-1.114254,1.08901,.3885279,1,,,
300,7,0,-.083333343,,,-.054780547,1.08901,.3885279,-1,,,
300,8,0,.16666666,,,-.81472665,1.08901,.3885279,1,,,
301,1,1,.5,1,0,-.031820271,-1.4467978,-1.3727986,1,,,
301,2,1,.25,1,0,-.80337054,-1.4467978,-1.3727986,1,,,
301,3,1,.5,0,1,-.47404328,-1.4467978,-1.3727986,1,,,
301,4,1,.25,0,1,.12826188,-1.4467978,-1.3727986,1,,,
301,5,1,.5,0,0,.15575142,-1.4467978,-1.3727986,1,,,
301,6,1,.25,0,0,-1.1606966,-1.4467978,-1.3727986,1,,,
301,7,1,.5,,,-.11670402,-1.4467978,-1.3727986,1,-.14903593,-1.4694607,-1.5182806
301,8,1,.25,,,-.61193502,-1.4467978,-1.3727986,1,-.61013162,-1.4694607,-1.5182806
302,1,0,-.25,1,0,.38060251,-.4714871,1.2691911,-1,,,
302,2,0,.094999999,1,0,-1.2224114,-.4714871,1.2691911,1,,,
302,3,0,0,0,1,-.013963855,-.4714871,1.2691911,0,,,
302,4,0,0,0,1,-1.6909492,-.4714871,1.2691911,0,,,
302,5,0,-.25,0,0,.13997027,-.4714871,1.2691911,-1,,,
302,6,0,0,0,0,-1.5076849,-.4714871,1.2691911,0,,,
302,7,0,-.16666669,,,.16886958,-.4714871,1.2691911,-1,,,
302,8,0,.031666666,,,-1.4736817,-.4714871,1.2691911,1,,,
303,1,0,0,1,0,.29014525,-.27642497,-.49213535,0,,,
303,2,0,0,1,0,1.9329054,-.27642497,-.49213535,0,,,
303,3,0,0,0,1,.80692685,-.27642497,-.49213535,0,,,
303,4,0,0,0,1,-.0024511511,-.27642497,-.49213535,0,,,
303,5,0,.25,0,0,.34947115,-.27642497,-.49213535,1,,,
303,6,0,.25,0,0,.146079,-.27642497,-.49213535,1,,,
303,7,0,.083333313,,,.48218107,-.27642497,-.49213535,1,,,
303,8,0,.083333313,,,.69217777,-.27642497,-.49213535,1,,,
304,1,1,-.105,1,0,-.25103247,-.86161137,1.2691911,-1,,,
304,2,1,.2475,1,0,.84855288,-.86161137,1.2691911,1,,,
304,3,1,.145,0,1,.11670989,-.86161137,1.2691911,1,,,
304,4,1,.2475,0,1,-.22232899,-.86161137,1.2691911,1,,,
304,5,1,.06499999,0,0,.34030789,-.86161137,1.2691911,1,,,
304,6,1,.745,0,0,-.67073888,-.86161137,1.2691911,1,,,
304,7,1,.034999989,,,.068661712,-.86161137,1.2691911,1,.023552891,1.1679515,-.9217363
304,8,1,.41333336,,,-.014838324,-.86161137,1.2691911,1,-.054191645,1.1679515,-.9217363
305,1,0,0,1,0,.28407553,-.4714871,.3885279,0,,,
305,2,0,0,1,0,-.7219981,-.4714871,.3885279,0,,,
305,3,0,0,0,1,-.048188791,-.4714871,.3885279,0,,,
305,4,0,0,0,1,-.5851764699999999,-.4714871,.3885279,0,,,
305,5,0,0,0,0,.1930308,-.4714871,.3885279,0,,,
305,6,0,0,0,0,-.5772664,-.4714871,.3885279,0,,,
305,7,0,0,,,.1429725,-.4714871,.3885279,0,,,
305,8,0,0,,,-.62814695,-.4714871,.3885279,0,,,
306,1,0,0,1,0,.14055778,2.8445694,.3885279,0,,,
306,2,0,0,1,0,.56081235,2.8445694,.3885279,0,,,
306,3,0,0,0,1,.72508454,2.8445694,.3885279,0,,,
306,4,0,0,0,1,-.12094625,2.8445694,.3885279,0,,,
306,5,0,0,0,0,.58830202,2.8445694,.3885279,0,,,
306,6,0,0,0,0,-.34086338,2.8445694,.3885279,0,,,
306,7,0,0,,,.48464808,2.8445694,.3885279,0,,,
306,8,0,0,,,.033000864,2.8445694,.3885279,0,,,
307,1,0,0,1,0,.53269625,1.2840722,1.2691911,0,,,
307,2,0,0,1,0,.0494738,1.2840722,1.2691911,0,,,
307,3,0,0,0,1,.073360831,1.2840722,1.2691911,0,,,
307,4,0,0,0,1,.020065356,1.2840722,1.2691911,0,,,
307,5,0,0,0,0,.51010144,1.2840722,1.2691911,0,,,
307,6,0,0,0,0,.18688281,1.2840722,1.2691911,0,,,
307,7,0,0,,,.37205282,1.2840722,1.2691911,0,,,
307,8,0,0,,,.085473999,1.2840722,1.2691911,0,,,
308,1,1,.039999962,1,0,.13135538,.50382364,-.49213535,1,,,
308,2,1,.050000012,1,0,-2.6255965,.50382364,-.49213535,1,,,
308,3,1,.29500002,0,1,1.0886369,.50382364,-.49213535,1,,,
308,4,1,.037500024,0,1,-2.8711627,.50382364,-.49213535,1,,,
308,5,1,.13,0,0,.7392209199999999,.50382364,-.49213535,1,,,
308,6,1,.047500014,0,0,-1.6017839,.50382364,-.49213535,1,,,
308,7,1,.15499997,,,.65307099,.50382364,-.49213535,1,.56767994,-.59032333,.47020036
308,8,1,.045000017,,,-2.3661811,.50382364,-.49213535,1,-2.2434609,-.59032333,.47020036
309,1,0,0,1,0,.15696532,.50382364,1.2691911,0,,,
309,2,0,0,1,0,.16256516,.50382364,1.2691911,0,,,
309,3,0,0,0,1,.22173436,.50382364,1.2691911,0,,,
309,4,0,0,0,1,-.9309116,.50382364,1.2691911,0,,,
309,5,0,0,0,0,.19549781,.50382364,1.2691911,0,,,
309,6,0,0,0,0,-1.3878974,.50382364,1.2691911,0,,,
309,7,0,0,,,.19139917,.50382364,1.2691911,0,,,
309,8,0,0,,,-.71874803,.50382364,1.2691911,0,,,
310,1,0,.25,1,0,.43064788,-.081362821,1.2691911,1,,,
310,2,0,.25,1,0,1.6878875,-.081362821,1.2691911,1,,,
310,3,0,.25,0,1,-.30789137,-.081362821,1.2691911,1,,,
310,4,0,.25,0,1,5.6000705,-.081362821,1.2691911,1,,,
310,5,0,.25,0,0,.34633851,-.081362821,1.2691911,1,,,
310,6,0,.25,0,0,.38428351,-.081362821,1.2691911,1,,,
310,7,0,.25,,,.15636501,-.081362821,1.2691911,1,,,
310,8,0,.25,,,2.5574138,-.081362821,1.2691911,1,,,
311,1,0,0,1,0,.22361401,-.86161137,.3885279,0,,,
311,2,0,0,1,0,-.51371133,-.86161137,.3885279,0,,,
311,3,0,0,0,1,.28168684,-.86161137,.3885279,0,,,
311,4,0,0,0,1,-.57851946,-.86161137,.3885279,0,,,
311,5,0,0,0,0,.24127474,-.86161137,.3885279,0,,,
311,6,0,0,0,0,-.37869099,-.86161137,.3885279,0,,,
311,7,0,0,,,.24885853,-.86161137,.3885279,0,,,
311,8,0,0,,,-.49030721,-.86161137,.3885279,0,,,
312,1,1,0,1,0,.24370261,.8939479,.3885279,0,,,
312,2,1,0,1,0,-1.3378521,.8939479,.3885279,0,,,
312,3,1,0,0,1,.285916,.8939479,.3885279,0,,,
312,4,1,0,0,1,-1.2822071,.8939479,.3885279,0,,,
312,5,1,0,0,0,.22416224,.8939479,.3885279,0,,,
312,6,1,0,0,0,-1.2798575,.8939479,.3885279,0,,,
312,7,1,0,,,.25126034,.8939479,.3885279,0,.19356534,.2888141,.86789656
312,8,1,0,,,-1.2999723,.8939479,.3885279,0,-1.2507437,.2888141,.86789656
313,1,0,0,1,0,.13323502,-1.4467978,-1.3727986,0,,,
313,2,0,0,1,0,-.16550924,-1.4467978,-1.3727986,0,,,
313,3,0,0,0,1,.13562369,-1.4467978,-1.3727986,0,,,
313,4,0,0,0,1,.54127198,-1.4467978,-1.3727986,0,,,
313,5,0,0,0,0,.10695927,-1.4467978,-1.3727986,0,,,
313,6,0,0,0,0,-.29128811,-1.4467978,-1.3727986,0,,,
313,7,0,0,,,.12527263,-1.4467978,-1.3727986,0,,,
313,8,0,0,,,.028158121,-1.4467978,-1.3727986,0,,,
314,1,0,.27500004,1,0,.16197765,.11369932,-.49213535,1,,,
314,2,0,.28250003,1,0,-.33169997,.11369932,-.49213535,1,,,
314,3,0,-.10750002,0,1,.30670944,.11369932,-.49213535,-1,,,
314,4,0,.14250004,0,1,-1.0824177,.11369932,-.49213535,1,,,
314,5,0,-.11750001,0,0,.25415808,.11369932,-.49213535,-1,,,
314,6,0,.34000003,0,0,-.81425673,.11369932,-.49213535,1,,,
314,7,0,.016666651,,,.24094842,.11369932,-.49213535,1,,,
314,8,0,.25500005,,,-.74279147,.11369932,-.49213535,1,,,
315,1,1,0,1,0,.36521301,-.081362821,-.49213535,0,,,
315,2,1,0,1,0,-.36103034,-.081362821,-.49213535,0,,,
315,3,1,0,0,1,.44834763,-.081362821,-.49213535,0,,,
315,4,1,0,0,1,-.18814319,-.081362821,-.49213535,0,,,
315,5,1,0,0,0,.41349614,-.081362821,-.49213535,0,,,
315,6,1,0,0,0,-.42090446,-.081362821,-.49213535,0,,,
315,7,1,0,,,.4090189,-.081362821,-.49213535,0,.3404499,-.59032333,-.12634392
315,8,1,0,,,-.32335937,-.081362821,-.49213535,0,-.34144691,-.59032333,-.12634392
316,1,0,0,1,0,1.1924475,.50382364,-.49213535,0,,,
316,2,0,0,1,0,-.50388217,.50382364,-.49213535,0,,,
316,3,0,.097499996,0,1,1.2669278,.50382364,-.49213535,1,,,
316,4,0,0,0,1,.4148671,.50382364,-.49213535,0,,,
316,5,0,0,0,0,1.9816977,.50382364,-.49213535,0,,,
316,6,0,.11500001,0,0,.056953322,.50382364,-.49213535,1,,,
316,7,0,.032499999,,,1.4803578,.50382364,-.49213535,1,,,
316,8,0,.038333356,,,-.010687059,.50382364,-.49213535,1,,,
317,1,1,.25,1,0,.68725687,.30876148,.3885279,1,,,
317,2,1,.25,1,0,-.19425216,.30876148,.3885279,1,,,
317,3,1,.27500001,0,1,-.28827286,.30876148,.3885279,1,,,
317,4,1,.1575,0,1,-.22111514,.30876148,.3885279,1,,,
317,5,1,.5,0,0,-1.7171465,.30876148,.3885279,1,,,
317,6,1,.75,0,0,.021984102,.30876148,.3885279,1,,,
317,7,1,.34166667,,,-.43938759,.30876148,.3885279,1,-.44947755,.2888141,.27135229
317,8,1,.38583332,,,-.13112783,.30876148,.3885279,1,-.16246554,.2888141,.27135229
318,1,1,0,1,0,.303655,1.2840722,1.2691911,0,,,
318,2,1,0,1,0,-1.5498201,1.2840722,1.2691911,0,,,
318,3,1,.0024999976,0,1,.014073992,1.2840722,1.2691911,1,,,
318,4,1,0,0,1,-1.9969769,1.2840722,1.2691911,0,,,
318,5,1,-.0049999952,0,0,.26269475,1.2840722,1.2691911,-1,,,
318,6,1,0,0,0,-1.736726,1.2840722,1.2691911,0,,,
318,7,1,-.00083333254,,,.19347453,1.2840722,1.2691911,-1,.1397626,1.1679515,1.2655928
318,8,1,0,,,-1.7611743,1.2840722,1.2691911,0,-1.680156,1.1679515,1.2655928
319,1,0,.11000001,1,0,1.7838272,-.4714871,-1.3727986,1,,,
319,2,0,.39499998,1,0,1.6298931,-.4714871,-1.3727986,1,,,
319,3,0,.027499974,0,1,1.2957098,-.4714871,-1.3727986,1,,,
319,4,0,.20499998,0,1,.59499824,-.4714871,-1.3727986,1,,,
319,5,0,-.015000045,0,0,1.1503124,-.4714871,-1.3727986,-1,,,
319,6,0,.20499998,0,0,-.6194404999999999,-.4714871,-1.3727986,1,,,
319,7,0,.040833294,,,1.4099498,-.4714871,-1.3727986,1,,,
319,8,0,.26833332,,,.53515041,-.4714871,-1.3727986,1,,,
320,1,1,0,1,0,.29574499,.30876148,1.2691911,0,,,
320,2,1,0,1,0,.8258796900000001,.30876148,1.2691911,0,,,
320,3,1,0,0,1,-.076931484,.30876148,1.2691911,0,,,
320,4,1,0,0,1,.097796008,.30876148,1.2691911,0,,,
320,5,1,0,0,0,.17834625,.30876148,1.2691911,0,,,
320,6,1,0,0,0,.4141618,.30876148,1.2691911,0,,,
320,7,1,0,,,.13238655,.30876148,1.2691911,0,.082885295,1.1679515,.27135229
320,8,1,0,,,.44594586,.30876148,1.2691911,0,.37483156,1.1679515,.27135229
321,1,1,.0024999976,1,0,-.29136637,-.66654927,1.2691911,1,,,
321,2,1,.0099999905,1,0,-.85701847,-.66654927,1.2691911,1,,,
321,3,1,.41500002,0,1,.40562525,-.66654927,1.2691911,1,,,
321,4,1,.0049999952,0,1,-.61572045,-.66654927,1.2691911,1,,,
321,5,1,0,0,0,.53939235,-.66654927,1.2691911,0,,,
321,6,1,.0049999952,0,0,-.55220461,-.66654927,1.2691911,1,,,
321,7,1,.13916665,,,.2178838,-.66654927,1.2691911,1,.16248938,1.1679515,-.72288823
321,8,1,.0066666603,,,-.67498124,-.66654927,1.2691911,1,-.66883218,1.1679515,-.72288823
322,1,0,-.0024999976,1,0,.18942814,-1.2517357,-.49213535,-1,,,
322,2,0,-.25,1,0,-2.7012911,-1.2517357,-.49213535,-1,,,
322,3,0,-.0024999976,0,1,.15269698,-1.2517357,-.49213535,-1,,,
322,4,0,.037500024,0,1,-1.6628718,-1.2517357,-.49213535,1,,,
322,5,0,-.0024999976,0,0,.3274636,-1.2517357,-.49213535,-1,,,
322,6,0,.067499995,0,0,-2.05317,-1.2517357,-.49213535,1,,,
322,7,0,-.0024999976,,,.22319619,-1.2517357,-.49213535,-1,,,
322,8,0,-.048333347,,,-2.1391113,-1.2517357,-.49213535,-1,,,
323,1,0,0,1,0,-.19730638,1.8692586,1.2691911,0,,,
323,2,0,0,1,0,.38119,1.8692586,1.2691911,0,,,
323,3,0,0,0,1,.15022998,1.8692586,1.2691911,0,,,
323,4,0,0,0,1,-.066005997,1.8692586,1.2691911,0,,,
323,5,0,0,0,0,.37265325,1.8692586,1.2691911,0,,,
323,6,0,0,0,0,.27976814,1.8692586,1.2691911,0,,,
323,7,0,0,,,.10852566,1.8692586,1.2691911,0,,,
323,8,0,0,,,.19831742,1.8692586,1.2691911,0,,,
324,1,0,.10750002,1,0,.5284279,-.66654927,-1.3727986,1,,,
324,2,0,.21000004,1,0,.35362196,-.66654927,-1.3727986,1,,,
324,3,0,.11750001,0,1,.23461777,-.66654927,-1.3727986,1,,,
324,4,0,.19749999,0,1,.20399536,-.66654927,-1.3727986,1,,,
324,5,0,-.0024999976,0,0,.68972391,-.66654927,-1.3727986,-1,,,
324,6,0,.22000003,0,0,.7587220099999999,-.66654927,-1.3727986,1,,,
324,7,0,.074166656,,,.48425648,-.66654927,-1.3727986,1,,,
324,8,0,.20916671,,,.43877968,-.66654927,-1.3727986,1,,,
325,1,1,0,1,0,.28106034,-.081362821,-1.3727986,0,,,
325,2,1,0,1,0,-.57479954,-.081362821,-1.3727986,0,,,
325,3,1,0,0,1,.21018244,-.081362821,-1.3727986,0,,,
325,4,1,0,0,1,-.43915263,-.081362821,-1.3727986,0,,,
325,5,1,0,0,0,.073987402,-.081362821,-1.3727986,0,,,
325,6,1,0,0,0,-.255301,-.081362821,-1.3727986,0,,,
325,7,1,0,,,.18841004,-.081362821,-1.3727986,0,.1350472,-1.4694607,-.12634392
325,8,1,0,,,-.42308429,-.081362821,-1.3727986,0,-.43429798,-1.4694607,-.12634392
326,1,0,0,1,0,-.13684483,-1.4467978,-1.3727986,0,,,
326,2,0,0,1,0,-.6114913199999999,-1.4467978,-1.3727986,0,,,
326,3,0,0,0,1,.30729681,-1.4467978,-1.3727986,0,,,
326,4,0,0,0,1,.8649997699999999,-1.4467978,-1.3727986,0,,,
326,5,0,0,0,0,.40687826,-1.4467978,-1.3727986,0,,,
326,6,0,0,0,0,.51867741,-1.4467978,-1.3727986,0,,,
326,7,0,0,,,.19244345,-1.4467978,-1.3727986,0,,,
326,8,0,0,,,.25739521,-1.4467978,-1.3727986,0,,,
327,1,0,0,1,0,.5534111900000001,-.4714871,-1.3727986,0,,,
327,2,0,.25,1,0,-1.3519101,-.4714871,-1.3727986,1,,,
327,3,0,0,0,1,.90349293,-.4714871,-1.3727986,0,,,
327,4,0,.25,0,1,-1.7722039,-.4714871,-1.3727986,1,,,
327,5,0,0,0,0,.84549844,-.4714871,-1.3727986,0,,,
327,6,0,.25,0,0,-1.3965906,-.4714871,-1.3727986,1,,,
327,7,0,0,,,.7674675,-.4714871,-1.3727986,0,,,
327,8,0,.25,,,-1.5069014,-.4714871,-1.3727986,1,,,
