tn,condition,treatment,diff_bs_choice,disp_2,disp_4,diff_bs_time_std,math_std,crt_std,diff_bs_sign,diff_bs_time_treatment_only_std,crt_treatment_only_std,math_treatment_only_std
328,1,1,.25,1,0,.2346177,.50382364,1.2691911,1,,,
328,2,1,0,1,0,.15398927,.50382364,1.2691911,0,,,
328,3,1,.25,0,1,-.18266089,.50382364,1.2691911,1,,,
328,4,1,0,0,1,-.18998364,.50382364,1.2691911,0,,,
328,5,1,.25,0,0,.23771128,.50382364,1.2691911,1,,,
328,6,1,0,0,0,-.32989883,.50382364,1.2691911,0,,,
328,7,1,.25,,,.096556008,.50382364,1.2691911,1,.049524482,1.1679515,.47020036
328,8,1,0,,,-.12196442,.50382364,1.2691911,0,-.15393375,1.1679515,.47020036
329,1,1,.25,1,0,-.19734545,-.4714871,-1.3727986,1,,,
329,2,1,0,1,0,.1459616,-.4714871,-1.3727986,0,,,
329,3,1,.25,0,1,.27557802,-.4714871,-1.3727986,1,,,
329,4,1,.25,0,1,-1.5511123,-.4714871,-1.3727986,1,,,
329,5,1,.25,0,0,.021435954,-.4714871,-1.3727986,1,,,
329,6,1,.5,0,0,-.9945841399999999,-.4714871,-1.3727986,1,,,
329,7,1,.25,,,.033222768,-.4714871,-1.3727986,1,-.0094433138,-1.4694607,-.5240401
329,8,1,.25,,,-.7999115,-.4714871,-1.3727986,1,-.7851511799999999,-1.4694607,-.5240401
330,1,0,.22499999,1,0,-.027512604,-.66654927,-.49213535,1,,,
330,2,0,-.1575,1,0,-2.9358144,-.66654927,-.49213535,-1,,,
330,3,0,.24000001,0,1,-1.3983527,-.66654927,-.49213535,1,,,
330,4,0,-.032499999,0,1,-1.5277734,-.66654927,-.49213535,-1,,,
330,5,0,.28000003,0,0,.086674832,-.66654927,-.49213535,1,,,
330,6,0,-.020000011,0,0,-3.0702083,-.66654927,-.49213535,-1,,,
330,7,0,.24833333,,,-.44639695,-.66654927,-.49213535,1,,,
330,8,0,-.069999993,,,-2.5112653,-.66654927,-.49213535,-1,,,
331,1,0,-.13,1,0,.2455821,-1.2517357,-.49213535,-1,,,
331,2,0,.10999995,1,0,-1.9559772,-1.2517357,-.49213535,1,,,
331,3,0,-.027500004,0,1,.48139772,-1.2517357,-.49213535,-1,,,
331,4,0,-.069999993,0,1,-2.8692439,-1.2517357,-.49213535,-1,,,
331,5,0,-.17249998,0,0,.50955313,-1.2517357,-.49213535,-1,,,
331,6,0,-.070000052,0,0,-1.4147995,-1.2517357,-.49213535,-1,,,
331,7,0,-.10999998,,,.41217765,-1.2517357,-.49213535,-1,,,
331,8,0,-.01000005,,,-2.0800066,-1.2517357,-.49213535,-1,,,
332,1,1,0,1,0,.064824149,.30876148,.3885279,0,,,
332,2,1,0,1,0,-.25843358,.30876148,.3885279,0,,,
332,3,1,0,0,1,.20951673,.30876148,.3885279,0,,,
332,4,1,0,0,1,-.51312387,.30876148,.3885279,0,,,
332,5,1,0,0,0,.20951673,.30876148,.3885279,0,,,
332,6,1,0,0,0,-.58032072,.30876148,.3885279,0,,,
332,7,1,0,,,.16128588,.30876148,.3885279,0,.10979264,.2888141,.27135229
332,8,1,0,,,-.45062605,.30876148,.3885279,0,-.45994133,.2888141,.27135229
333,1,0,.0025000125,1,0,1.9786433,.69888574,1.2691911,1,,,
333,2,0,0,1,0,-.46542853,.69888574,1.2691911,0,,,
333,3,0,.027500018,0,1,1.6140337,.69888574,1.2691911,1,,,
333,4,0,.062500015,0,1,.39172336,.69888574,1.2691911,1,,,
333,5,0,.027499989,0,0,.37876227,.69888574,1.2691911,1,,,
333,6,0,-.0024999976,0,0,-.70061749,.69888574,1.2691911,-1,,,
333,7,0,.019166663,,,1.3238132,.69888574,1.2691911,1,,,
333,8,0,.019999996,,,-.25810757,.69888574,1.2691911,1,,,
334,1,0,-.0049999952,1,0,-1.7129564,-.27642497,-1.3727986,-1,,,
334,2,0,-.25,1,0,-.98232758,-.27642497,-1.3727986,-1,,,
334,3,0,.067499995,0,1,-1.1722486,-.27642497,-1.3727986,1,,,
334,4,0,.2475,0,1,2.651787,-.27642497,-1.3727986,1,,,
334,5,0,.1275,0,0,-.28592312,-.27642497,-1.3727986,1,,,
334,6,0,0,0,0,.46910182,-.27642497,-1.3727986,0,,,
334,7,0,.063333333,,,-1.0570427,-.27642497,-1.3727986,1,,,
334,8,0,-.00083333254,,,.71285385,-.27642497,-1.3727986,-1,,,
335,1,1,-.1525,1,0,.32311711,-.86161137,1.2691911,-1,,,
335,2,1,0,1,0,-.9248420000000001,-.86161137,1.2691911,0,,,
335,3,1,-.1525,0,1,.91015005,-.86161137,1.2691911,-1,,,
335,4,1,0,0,1,.12097812,-.86161137,1.2691911,0,,,
335,5,1,-.4025,0,0,.61391199,-.86161137,1.2691911,-1,,,
335,6,1,.0024999976,0,0,-2.4374378,-.86161137,1.2691911,1,,,
335,7,1,-.23583332,,,.61572635,-.86161137,1.2691911,-1,.53290939,1.1679515,-.9217363
335,8,1,.00083333254,,,-1.0804336,-.86161137,1.2691911,1,-1.0463375,1.1679515,-.9217363
336,1,1,.11500001,1,0,.22846974,.8939479,.3885279,1,,,
336,2,1,0,1,0,-1.7434613,.8939479,.3885279,0,,,
336,3,1,.11500001,0,1,-.42399788,.8939479,.3885279,1,,,
336,4,1,0,0,1,1.1454178,.8939479,.3885279,0,,,
336,5,1,.11500001,0,0,-.35864154,.8939479,.3885279,1,,,
336,6,1,.13249999,0,0,-.73668289,.8939479,.3885279,1,,,
336,7,1,.11500001,,,-.18472323,.8939479,.3885279,1,-.2123667,.2888141,.86789656
336,8,1,.044166684,,,-.44490883,.8939479,.3885279,1,-.45461822,.2888141,.86789656
337,1,1,-.25,1,0,1.0568006,1.4791343,1.2691911,-1,,,
337,2,1,0,1,0,.46980661,1.4791343,1.2691911,0,,,
337,3,1,0,0,1,1.0367122,1.4791343,1.2691911,0,,,
337,4,1,0,0,1,.62800908,1.4791343,1.2691911,0,,,
337,5,1,.25,0,0,1.4343721,1.4791343,1.2691911,1,,,
337,6,1,.5,0,0,.59687775,1.4791343,1.2691911,1,,,
337,7,1,0,,,1.1759616,1.4791343,1.2691911,0,1.0545287,1.1679515,1.4644408
337,8,1,.16666669,,,.56489789,1.4791343,1.2691911,1,.48558447,1.1679515,1.4644408
338,1,1,0,1,0,.17227665,-.081362821,1.2691911,0,,,
338,2,1,.25,1,0,2.0855083,-.081362821,1.2691911,1,,,
338,3,1,0,0,1,-.74835211,-.081362821,1.2691911,0,,,
338,4,1,.5,0,1,.028758626,-.081362821,1.2691911,1,,,
338,5,1,0,0,0,.72571105,-.081362821,1.2691911,0,,,
338,6,1,.5,0,0,.68236202,-.081362821,1.2691911,1,,,
338,7,1,0,,,.049878545,-.081362821,1.2691911,0,.0060644108,1.1679515,-.12634392
338,8,1,.41666669,,,.93220961,-.081362821,1.2691911,1,.8275780700000001,1.1679515,-.12634392
339,1,1,0,1,0,.16373989,-.27642497,.3885279,0,,,
339,2,1,0,1,0,-.81124151,-.27642497,.3885279,0,,,
339,3,1,0,0,1,.15641713,-.27642497,.3885279,0,,,
339,4,1,0,0,1,-1.069652,-.27642497,.3885279,0,,,
339,5,1,0,0,0,.315207,-.27642497,.3885279,0,,,
339,6,1,0,0,0,-.20341513,-.27642497,.3885279,0,,,
339,7,1,0,,,.21178801,-.27642497,.3885279,0,.15681377,.2888141,-.325192
339,8,1,0,,,-.6947695,-.27642497,.3885279,0,-.68725646,.2888141,-.325192
340,1,0,-.25,1,0,-.33600757,.30876148,.3885279,-1,,,
340,2,0,0,1,0,.49549517,.30876148,.3885279,0,,,
340,3,0,-.25,0,1,-.38248935,.30876148,.3885279,-1,,,
340,4,0,0,0,1,.83821493,.30876148,.3885279,0,,,
340,5,0,-.25,0,0,-.099565439,.30876148,.3885279,-1,,,
340,6,0,0,0,0,.11612252,.30876148,.3885279,0,,,
340,7,0,-.25,,,-.27268755,.30876148,.3885279,-1,,,
340,8,0,0,,,.48327753,.30876148,.3885279,0,,,
341,1,0,.022499979,1,0,2.5034525,-.4714871,-.49213535,1,,,
341,2,0,.10999995,1,0,.6976338600000001,-.4714871,-.49213535,1,,,
341,3,0,.014999986,0,1,1.7599792,-.4714871,-.49213535,1,,,
341,4,0,-.022500038,0,1,.85595375,-.4714871,-.49213535,-1,,,
341,5,0,.012499988,0,0,1.8191878,-.4714871,-.49213535,1,,,
341,6,0,.13499993,0,0,-1.0384814,-.4714871,-.49213535,1,,,
341,7,0,.016666651,,,2.0275397,-.4714871,-.49213535,1,,,
341,8,0,.074166596,,,.17170213,-.4714871,-.49213535,1,,,
342,1,0,-.21000004,1,0,.54436564,-.66654927,-1.3727986,-1,,,
342,2,0,-.097499996,1,0,-.34270361,-.66654927,-1.3727986,-1,,,
342,3,0,-.15500003,0,1,-.131989,-.66654927,-1.3727986,-1,,,
342,4,0,.005000025,0,1,-.94622242,-.66654927,-1.3727986,1,,,
342,5,0,.33499998,0,0,.3042033,-.66654927,-1.3727986,1,,,
342,6,0,.50999999,0,0,-.40195122,-.66654927,-1.3727986,1,,,
342,7,0,-.0099999905,,,.23885994,-.66654927,-1.3727986,-1,,,
342,8,0,.13916668,,,-.56362575,-.66654927,-1.3727986,1,,,
343,1,1,.015000001,1,0,1.7275946,-1.2517357,-1.3727986,1,,,
343,2,1,.1875,1,0,.20282063,-1.2517357,-1.3727986,1,,,
343,3,1,.012500003,0,1,1.5779679,-1.2517357,-1.3727986,1,,,
343,4,1,-.030000001,0,1,-.32128403,-1.2517357,-1.3727986,-1,,,
343,5,1,-.037500001,0,0,1.6727328,-1.2517357,-1.3727986,-1,,,
343,6,1,.16499999,0,0,-.58697802,-1.2517357,-1.3727986,1,,,
343,7,1,-.0033333302,,,1.6594317,-1.2517357,-1.3727986,-1,1.5046741,-1.4694607,-1.3194325
343,8,1,.10749999,,,-.23514713,-1.2517357,-1.3727986,1,-.25931498,-1.4694607,-1.3194325
344,1,0,.19999999,1,0,1.4851222,-1.0566735,-1.3727986,1,,,
344,2,0,-.16000003,1,0,2.3006089,-1.0566735,-1.3727986,-1,,,
344,3,0,.097499967,0,1,1.3493971,-1.0566735,-1.3727986,1,,,
344,4,0,.26499999,0,1,-.96580225,-1.0566735,-1.3727986,1,,,
344,5,0,.25,0,0,-.43249536,-1.0566735,-1.3727986,1,,,
344,6,0,.27249998,0,0,1.739225,-1.0566735,-1.3727986,1,,,
344,7,0,.1825,,,.8006747400000001,-1.0566735,-1.3727986,1,,,
344,8,0,.12583333,,,1.024677,-1.0566735,-1.3727986,1,,,
345,1,0,-.36250001,1,0,.67014438,.30876148,.3885279,-1,,,
345,2,0,.12,1,0,-1.6976451,.30876148,.3885279,1,,,
345,3,0,-.015000001,0,1,-.45810562,.30876148,.3885279,-1,,,
345,4,0,.48250002,0,1,.17110191,.30876148,.3885279,1,,,
345,5,0,-.024999991,0,0,.5046581,.30876148,.3885279,-1,,,
345,6,0,-.0074999928,0,0,-2.120954,.30876148,.3885279,-1,,,
345,7,0,-.13416667,,,.23889884,.30876148,.3885279,-1,,,
345,8,0,.19833332,,,-1.2158325,.30876148,.3885279,1,,,
346,1,0,0,1,0,.2107698,-1.0566735,-1.3727986,0,,,
346,2,0,.0024999976,1,0,-1.1991901,-1.0566735,-1.3727986,1,,,
346,3,0,0,0,1,-.37747714,-1.0566735,-1.3727986,0,,,
346,4,0,.0024999976,0,1,-1.1184834,-1.0566735,-1.3727986,1,,,
346,5,0,0,0,0,-.42391962,-1.0566735,-1.3727986,0,,,
346,6,0,.0024999976,0,0,-1.5424582,-1.0566735,-1.3727986,1,,,
346,7,0,0,,,-.19687565,-1.0566735,-1.3727986,0,,,
346,8,0,.0024999976,,,-1.2867106,-1.0566735,-1.3727986,1,,,
347,1,1,-.13,1,0,-.18015474,-1.2517357,-1.3727986,-1,,,
347,2,1,-.14499998,1,0,-.81065398,-1.2517357,-1.3727986,-1,,,
347,3,1,-.024999976,0,1,.268177,-1.2517357,-1.3727986,-1,,,
347,4,1,-.34249997,0,1,.394034,-1.2517357,-1.3727986,-1,,,
347,5,1,-.044999957,0,0,.21014339,-1.2517357,-1.3727986,-1,,,
347,6,1,-.5024999999999999,0,0,-.6144675000000001,-1.2517357,-1.3727986,-1,,,
347,7,1,-.066666663,,,.099388547,-1.2517357,-1.3727986,-1,.052161783,-1.4694607,-1.3194325
347,8,1,-.32999998,,,-.34369564,-1.2517357,-1.3727986,-1,-.36038142,-1.4694607,-1.3194325
348,1,0,0,1,0,.48323831,3.2346935,1.2691911,0,,,
348,2,0,0,1,0,-1.0750953,3.2346935,1.2691911,0,,,
348,3,0,0,0,1,.51742417,3.2346935,1.2691911,0,,,
348,4,0,0,0,1,-1.6755598,3.2346935,1.2691911,0,,,
348,5,0,0,0,0,.53457582,3.2346935,1.2691911,0,,,
348,6,0,0,0,0,-1.5448469,3.2346935,1.2691911,0,,,
348,7,0,0,,,.51174611,3.2346935,1.2691911,0,,,
348,8,0,0,,,-1.431834,3.2346935,1.2691911,0,,,
349,1,0,.0024999976,1,0,1.2022762,.30876148,.3885279,1,,,
349,2,0,0,1,0,-.78136331,.30876148,.3885279,0,,,
349,3,0,0,0,1,1.1295972,.30876148,.3885279,0,,,
349,4,0,0,0,1,-.34395704,.30876148,.3885279,0,,,
349,5,0,0,0,0,.302441,.30876148,.3885279,0,,,
349,6,0,0,0,0,-1.9536278,.30876148,.3885279,0,,,
349,7,0,.00083333254,,,.87810487,.30876148,.3885279,1,,,
349,8,0,0,,,-1.026316,.30876148,.3885279,0,,,
350,1,0,.022499979,1,0,.19244352,.30876148,.3885279,1,,,
350,2,0,.027499914,1,0,-3.8491993,.30876148,.3885279,1,,,
350,3,0,-.0024999976,0,1,.35370025,.30876148,.3885279,-1,,,
350,4,0,.002499938,0,1,-4.6317143,.30876148,.3885279,1,,,
350,5,0,-.047500014,0,0,-.69940335,.30876148,.3885279,-1,,,
350,6,0,.022499919,0,0,-4.7404981,.30876148,.3885279,1,,,
350,7,0,-.0091666579,,,-.051086534,.30876148,.3885279,-1,,,
350,8,0,.017499924,,,-4.4071369,.30876148,.3885279,1,,,
351,1,0,0,1,0,.29817277,-.86161137,1.2691911,0,,,
351,2,0,0,1,0,-1.3066816,-.86161137,1.2691911,0,,,
351,3,0,0,0,1,.19671175,-.86161137,1.2691911,0,,,
351,4,0,-.019999981,0,1,-1.3750925,-.86161137,1.2691911,-1,,,
351,5,0,0,0,0,.33415994,-.86161137,1.2691911,0,,,
351,6,0,-.10000002,0,0,-1.6647519,-.86161137,1.2691911,-1,,,
351,7,0,0,,,.27634814,-.86161137,1.2691911,0,,,
351,8,0,-.040000021,,,-1.4488419,-.86161137,1.2691911,-1,,,
352,1,0,0,1,0,-.11240949,.8939479,.3885279,0,,,
352,2,0,0,1,0,-1.0586876,.8939479,.3885279,0,,,
352,3,0,0,0,1,.00060336757,.8939479,.3885279,0,,,
352,4,0,0,0,1,-1.092286,.8939479,.3885279,0,,,
352,5,0,.014999986,0,0,.13507554,.8939479,.3885279,1,,,
352,6,0,0,0,0,-1.0391471,.8939479,.3885279,0,,,
352,7,0,.0049999952,,,.0077564209,.8939479,.3885279,1,,,
352,8,0,0,,,-1.0633736,.8939479,.3885279,0,,,
353,1,0,0,1,0,.40993264,-.66654927,1.2691911,0,,,
353,2,0,.0024999976,1,0,1.1485108,-.66654927,1.2691911,1,,,
353,3,0,.5,0,1,.15704378,-.66654927,1.2691911,1,,,
353,4,0,.2525,0,1,1.1026558,-.66654927,1.2691911,1,,,
353,5,0,0,0,0,.30733603,-.66654927,1.2691911,0,,,
353,6,0,.0024999976,0,0,-.75203317,-.66654927,1.2691911,1,,,
353,7,0,.16666666,,,.29143754,-.66654927,1.2691911,1,,,
353,8,0,.085833341,,,.49971125,-.66654927,1.2691911,1,,,
354,1,1,0,1,0,.33059648,-.4714871,1.2691911,0,,,
354,2,1,0,1,0,.19863068,-.4714871,1.2691911,0,,,
354,3,1,0,0,1,.3269155,-.4714871,1.2691911,0,,,
354,4,1,0,0,1,-.96270853,-.4714871,1.2691911,0,,,
354,5,1,0,0,0,.19248258,-.4714871,1.2691911,0,,,
354,6,1,0,0,0,-1.0965149,-.4714871,1.2691911,0,,,
354,7,1,0,,,.28333151,-.4714871,1.2691911,0,.22342591,1.1679515,-.5240401
354,8,1,0,,,-.62019771,-.4714871,1.2691911,0,-.61782473,1.1679515,-.5240401
355,1,1,0,1,0,-.80505461,.11369932,-1.3727986,0,,,
355,2,1,0,1,0,.92855507,.11369932,-1.3727986,0,,,
355,3,1,.25,0,1,-.22906454,.11369932,-1.3727986,1,,,
355,4,1,-.22,0,1,-.00061049289,.11369932,-1.3727986,-1,,,
355,5,1,-.077499986,0,0,-2.5033422,.11369932,-1.3727986,-1,,,
355,6,1,.10750002,0,0,-1.5480185,.11369932,-1.3727986,1,,,
355,7,1,.057500005,,,-1.179154,.11369932,-1.3727986,1,-1.1382532,-1.4694607,.072504178
355,8,1,-.037499994,,,-.20669132,.11369932,-1.3727986,-1,-.23282059,-1.4694607,.072504178
356,1,0,0,1,0,2.0086391,-.66654927,-.49213535,0,,,
356,2,0,.25,1,0,-1.3603686,-.66654927,-.49213535,1,,,
356,3,0,0,0,1,1.048264,-.66654927,-.49213535,0,,,
356,4,0,.25,0,1,-1.6205803,-.66654927,-.49213535,1,,,
356,5,0,.25,0,0,1.0012732,-.66654927,-.49213535,1,,,
356,6,0,.25,0,0,-1.7690322,-.66654927,-.49213535,1,,,
356,7,0,.083333313,,,1.3527255,-.66654927,-.49213535,1,,,
356,8,0,.25,,,-1.5833269,-.66654927,-.49213535,1,,,
357,1,1,0,1,0,-.0049180845,.8939479,.3885279,0,,,
357,2,1,0,1,0,-.72336859,.8939479,.3885279,0,,,
357,3,1,0,0,1,.45821571,.8939479,.3885279,0,,,
357,4,1,0,0,1,.2621074,.8939479,.3885279,0,,,
357,5,1,0,0,0,.50395346,.8939479,.3885279,0,,,
357,6,1,0,0,0,-.5387729999999999,.8939479,.3885279,0,,,
357,7,1,0,,,.31908369,.8939479,.3885279,0,.25671378,.2888141,.86789656
357,8,1,0,,,-.33334464,.8939479,.3885279,0,-.35074395,.2888141,.86789656
358,1,0,0,1,0,.018303234,.11369932,1.2691911,0,,,
358,2,0,0,1,0,-1.7966001,.11369932,1.2691911,0,,,
358,3,0,0,0,1,.58466017,.11369932,1.2691911,0,,,
358,4,0,0,0,1,-1.7305782,.11369932,1.2691911,0,,,
358,5,0,0,0,0,.32378274,.11369932,1.2691911,0,,,
358,6,0,0,0,0,-.35856339,.11369932,1.2691911,0,,,
358,7,0,0,,,.30891535,.11369932,1.2691911,0,,,
358,8,0,0,,,-1.2952472,.11369932,1.2691911,0,,,
359,1,1,0,1,0,1.7300618,-.4714871,.3885279,0,,,
359,2,1,0,1,0,-5.0751901,-.4714871,.3885279,0,,,
359,3,1,.25,0,1,2.0605247,-.4714871,.3885279,1,,,
359,4,1,0,0,1,-5.4081192,-.4714871,.3885279,0,,,
359,5,1,0,0,0,1.6493943,-.4714871,.3885279,0,,,
359,6,1,.25,0,0,-6.1002946,-.4714871,.3885279,1,,,
359,7,1,.083333313,,,1.813327,-.4714871,.3885279,1,1.6479617,.2888141,-.5240401
359,8,1,.083333313,,,-5.5278683,-.4714871,.3885279,1,-5.1872187,.2888141,-.5240401
360,1,0,-.1575,1,0,1.6762571,-.4714871,.3885279,-1,,,
360,2,0,-.064999998,1,0,-.53254682,-.4714871,.3885279,-1,,,
360,3,0,0,0,1,.21378511,-.4714871,.3885279,0,,,
360,4,0,-.32999998,0,1,-.61877501,-.4714871,.3885279,-1,,,
360,5,0,0,0,0,1.3250399,-.4714871,.3885279,0,,,
360,6,0,-.27749997,0,0,-.93647212,-.4714871,.3885279,-1,,,
360,7,0,-.052499998,,,1.071694,-.4714871,.3885279,-1,,,
360,8,0,-.22416663,,,-.69593132,-.4714871,.3885279,-1,,,
361,1,1,0,1,0,.60161608,-.86161137,.3885279,0,,,
361,2,1,-.0099999905,1,0,2.2028677,-.86161137,.3885279,-1,,,
361,3,1,0,0,1,.23144585,-.86161137,.3885279,0,,,
361,4,1,.0099999905,0,1,-.66400361,-.86161137,.3885279,1,,,
361,5,1,0,0,0,.90223992,-.86161137,.3885279,0,,,
361,6,1,.0099999905,0,0,.03604224,-.86161137,.3885279,1,,,
361,7,1,0,,,.57843399,-.86161137,.3885279,0,.49818751,.2888141,-.9217363
361,8,1,.0033333302,,,.52496868,-.86161137,.3885279,1,.4484075,.2888141,-.9217363
362,1,1,.1925,1,0,-1.8863919,-.66654927,1.2691911,1,,,
362,2,1,0,1,0,-.14729999,-.66654927,1.2691911,0,,,
362,3,1,-.3075,0,1,-1.4954278,-.66654927,1.2691911,-1,,,
362,4,1,0,0,1,-.45634297,-.66654927,1.2691911,0,,,
362,5,1,-.22250003,0,0,-.8802399,-.66654927,1.2691911,-1,,,
362,6,1,.092500001,0,0,.70010132,-.66654927,1.2691911,1,,,
362,7,1,-.11250001,,,-1.4206866,-.66654927,1.2691911,-1,-1.3631374,1.1679515,-.72288823
362,8,1,.030833334,,,.032152984,-.66654927,1.2691911,1,-.01043936,1.1679515,-.72288823
363,1,1,0,1,0,.07394819,-.66654927,1.2691911,0,,,
363,2,1,-.022499979,1,0,-.83254409,-.66654927,1.2691911,-1,,,
363,3,1,0,0,1,.16186024,-.66654927,1.2691911,0,,,
363,4,1,0,0,1,-.31274742,-.66654927,1.2691911,0,,,
363,5,1,.014999986,0,0,.48872063,-.66654927,1.2691911,1,,,
363,6,1,0,0,0,-1.6078147,-.66654927,1.2691911,0,,,
363,7,1,.0049999952,,,.24150971,-.66654927,1.2691911,1,.18448681,1.1679515,-.72288823
363,8,1,-.0074999928,,,-.91770196,-.66654927,1.2691911,-1,-.8948226,1.1679515,-.72288823
364,1,1,.027500004,1,0,.46307153,1.8692586,1.2691911,1,,,
364,2,1,-.13249999,1,0,1.6561687,1.8692586,1.2691911,-1,,,
364,3,1,-.040000021,0,1,.51922566,1.8692586,1.2691911,-1,,,
364,4,1,-.044999994,0,1,1.5155485,1.8692586,1.2691911,-1,,,
364,5,1,-.022500008,0,0,.43186173,1.8692586,1.2691911,-1,,,
364,6,1,.060000002,0,0,1.8375531,1.8692586,1.2691911,1,,,
364,7,1,-.011666685,,,.47138628,1.8692586,1.2691911,-1,.39851844,1.1679515,1.8621371
364,8,1,-.039166659,,,1.6697569,1.8692586,1.2691911,-1,1.5142876,1.1679515,1.8621371
365,1,1,0,1,0,1.5700186,-1.0566735,-.49213535,0,,,
365,2,1,.25,1,0,1.2865468,-1.0566735,-.49213535,1,,,
365,3,1,.25,0,1,1.236423,-1.0566735,-.49213535,1,,,
365,4,1,.014999986,0,1,.54980874,-1.0566735,-.49213535,1,,,
365,5,1,.25,0,0,1.0776331,-1.0566735,-.49213535,1,,,
365,6,1,0,0,0,.60592389,-1.0566735,-.49213535,0,,,
365,7,1,.16666669,,,1.2946916,-1.0566735,-.49213535,1,1.1650748,-.59032333,-1.1205844
365,8,1,.088333338,,,.81409305,-1.0566735,-.49213535,1,.71760309,-.59032333,-1.1205844
366,1,1,.25,1,0,-.026259756,.69888574,1.2691911,1,,,
366,2,1,0,1,0,-1.134421,.69888574,1.2691911,0,,,
366,3,1,0,0,1,.13930462,.69888574,1.2691911,0,,,
366,4,1,-.25,0,1,-1.8021216,.69888574,1.2691911,-1,,,
366,5,1,.5,0,0,-.17643459,.69888574,1.2691911,1,,,
366,6,1,0,0,0,-1.6145891,.69888574,1.2691911,0,,,
366,7,1,.25,,,-.021129904,.69888574,1.2691911,1,-.06004956,1.1679515,.66904849
366,8,1,-.083333313,,,-1.5170438,.69888574,1.2691911,-1,-1.452853,1.1679515,.66904849
367,1,0,-.1275,1,0,-.24558952,-.4714871,-1.3727986,-1,,,
367,2,0,.12,1,0,.49482936,-.4714871,-1.3727986,1,,,
367,3,0,-.1275,0,1,.12281863,-.4714871,-1.3727986,-1,,,
367,4,0,.1225,0,1,-.42756149,-.4714871,-1.3727986,1,,,
367,5,0,-.125,0,0,-.1228259,-.4714871,-1.3727986,-1,,,
367,6,0,.5,0,0,-.4770585,-.4714871,-1.3727986,1,,,
367,7,0,-.12666667,,,-.081865653,-.4714871,-1.3727986,-1,,,
367,8,0,.2475,,,-.13659693,-.4714871,-1.3727986,1,,,
368,1,1,0,1,0,.27252361,-1.0566735,-.49213535,0,,,
368,2,1,0,1,0,-.18504962,-1.0566735,-.49213535,0,,,
368,3,1,0,0,1,.25419721,-1.0566735,-.49213535,0,,,
368,4,1,0,0,1,-.31333458,-1.0566735,-.49213535,0,,,
368,5,1,0,0,0,.20654067,-1.0566735,-.49213535,0,,,
368,6,1,0,0,0,-.40864763,-1.0566735,-.49213535,0,,,
368,7,1,0,,,.24442048,-1.0566735,-.49213535,0,.18719696,-.59032333,-1.1205844
368,8,1,0,,,-.30234393,-1.0566735,-.49213535,0,-.32188004,-.59032333,-1.1205844
369,1,0,0,1,0,.056757487,-.4714871,-1.3727986,0,,,
369,2,0,0,1,0,-.34818614,-.4714871,-1.3727986,0,,,
369,3,0,0,0,1,.39031398,-.4714871,-1.3727986,0,,,
369,4,0,-.25,0,1,-.37685063,-.4714871,-1.3727986,-1,,,
369,5,0,-.25,0,0,.30479074,-.4714871,-1.3727986,-1,,,
369,6,0,0,0,0,-.80818725,-.4714871,-1.3727986,0,,,
369,7,0,-.083333313,,,.25062069,-.4714871,-1.3727986,-1,,,
369,8,0,-.083333343,,,-.51107466,-.4714871,-1.3727986,-1,,,
370,1,0,0,1,0,.32624978,-.86161137,-1.3727986,0,,,
370,2,0,0,1,0,.015992926,-.86161137,-1.3727986,0,,,
370,3,0,0,0,1,.38064167,-.86161137,-1.3727986,0,,,
370,4,0,0,0,1,-.92903191,-.86161137,-1.3727986,0,,,
370,5,0,0,0,0,.38122907,-.86161137,-1.3727986,0,,,
370,6,0,0,0,0,-1.236352,-.86161137,-1.3727986,0,,,
370,7,0,0,,,.36270684,-.86161137,-1.3727986,0,,,
370,8,0,0,,,-.71646363,-.86161137,-1.3727986,0,,,
371,1,0,0,1,0,.31524611,-.66654927,-.49213535,0,,,
371,2,0,0,1,0,-.33659509,-.66654927,-.49213535,0,,,
371,3,0,0,0,1,.39035311,-.66654927,-.49213535,0,,,
371,4,0,0,0,1,-.4331221,-.66654927,-.49213535,0,,,
371,5,0,0,0,0,.39094052,-.66654927,-.49213535,0,,,
371,6,0,0,0,0,-.55772609,-.66654927,-.49213535,0,,,
371,7,0,0,,,.36551324,-.66654927,-.49213535,0,,,
371,8,0,0,,,-.4424811,-.66654927,-.49213535,0,,,
372,1,0,.0024999976,1,0,-.040317744,-1.0566735,-.49213535,1,,,
372,2,0,.022499979,1,0,-1.1820778,-1.0566735,-.49213535,1,,,
372,3,0,-.0024999976,0,1,.080644369,-1.0566735,-.49213535,-1,,,
372,4,0,.21000004,0,1,-1.1068926,-1.0566735,-.49213535,1,,,
372,5,0,-.4325,0,0,-.5137504899999999,-1.0566735,-.49213535,-1,,,
372,6,0,.27999997,0,0,-1.1172695,-1.0566735,-.49213535,1,,,
372,7,0,-.14416665,,,-.15780796,-1.0566735,-.49213535,-1,,,
372,8,0,.17083335,,,-1.1354134,-1.0566735,-.49213535,1,,,
373,1,1,-.024999976,1,0,1.2945349,.69888574,-1.3727986,-1,,,
373,2,1,-.17750002,1,0,-2.6328802,.69888574,-1.3727986,-1,,,
373,3,1,-.15500003,0,1,1.0904771,.69888574,-1.3727986,-1,,,
373,4,1,-.25,0,1,-2.9383209,.69888574,-1.3727986,-1,,,
373,5,1,-.32249999,0,0,.73373836,.69888574,-1.3727986,-1,,,
373,6,1,.25,0,0,-2.9707444,.69888574,-1.3727986,1,,,
